epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7146428823471069,9.999999747378752e-05,0.6995717287063599,0.7694090604782104,0.6521428823471069,0.8170833587646484,0.46309322118759155,0.8448275923728943,0.7962499856948853
1,0.8355357050895691,9.999999747378752e-05,0.4309239983558655,0.8560864329338074,0.8062499761581421,0.8687499761581421,0.326150119304657,0.8895652294158936,0.8525000214576721
2,0.8658928275108337,9.999999747378752e-05,0.3547198474407196,0.8850037455558777,0.8451785445213318,0.8762500286102295,0.31389713287353516,0.8915196061134338,0.8629166483879089
3,0.8829464316368103,9.999999747378752e-05,0.30568087100982666,0.8997224569320679,0.8683928847312927,0.9049999713897705,0.2514802813529968,0.9155593514442444,0.8899999856948853
4,0.8994643092155457,9.999999747378752e-05,0.2736586034297943,0.9107748866081238,0.8867856860160828,0.909166693687439,0.2346213310956955,0.9210076928138733,0.8987500071525574
5,0.9106249809265137,9.999999747378752e-05,0.2389625608921051,0.9194208979606628,0.9016071557998657,0.9266666769981384,0.20671942830085754,0.9357173442840576,0.9158333539962769
6,0.919910728931427,9.999999747378752e-05,0.22140507400035858,0.9282401204109192,0.9112499952316284,0.9175000190734863,0.21557466685771942,0.9285714030265808,0.9100000262260437
7,0.9224107265472412,9.999999747378752e-05,0.20864593982696533,0.9303446412086487,0.913482129573822,0.9283333420753479,0.20101773738861084,0.9348561763763428,0.9208333492279053
8,0.9308928847312927,9.999999747378752e-05,0.18949425220489502,0.938077986240387,0.923839271068573,0.934583306312561,0.183900848031044,0.9389216303825378,0.9287499785423279
9,0.9346428513526917,9.999999747378752e-05,0.1805036962032318,0.9409366846084595,0.9274107217788696,0.9399999976158142,0.1686708629131317,0.9438581466674805,0.9316666722297668
10,0.9329464435577393,9.999999747378752e-05,0.17428526282310486,0.9391335844993591,0.927142858505249,0.940416693687439,0.16914381086826324,0.9454776048660278,0.9320833086967468
11,0.9397321343421936,9.999999747378752e-05,0.16216792166233063,0.945071816444397,0.9340178370475769,0.9370833039283752,0.16285887360572815,0.9422671794891357,0.9316666722297668
12,0.9433035850524902,9.999999747378752e-05,0.15156926214694977,0.9484220147132874,0.9391071200370789,0.9449999928474426,0.1551619917154312,0.9483193159103394,0.940416693687439
13,0.9472321271896362,9.999999747378752e-05,0.14306968450546265,0.9517800807952881,0.9428571462631226,0.9449999928474426,0.14772504568099976,0.9500210285186768,0.9424999952316284
14,0.948035717010498,9.999999747378752e-05,0.1404167264699936,0.9527715444564819,0.9438393115997314,0.9462500214576721,0.1552244871854782,0.9482976198196411,0.9399999976158142
15,0.9512500166893005,9.999999747378752e-05,0.1325863003730774,0.9556095600128174,0.9475892782211304,0.9516666531562805,0.14021728932857513,0.9551738500595093,0.949999988079071
16,0.9527678489685059,9.999999747378752e-05,0.13137325644493103,0.9556654691696167,0.9488393068313599,0.9512500166893005,0.14888663589954376,0.953498125076294,0.9483333230018616
17,0.9526785612106323,9.999999747378752e-05,0.12783901393413544,0.956447422504425,0.9490178823471069,0.9474999904632568,0.14683625102043152,0.9529609680175781,0.9454166889190674
18,0.9591964483261108,9.999999747378752e-05,0.11365832388401031,0.9612793326377869,0.9553571343421936,0.9412500262260437,0.15783342719078064,0.9470365643501282,0.9387500286102295
19,0.9606249928474426,2.9999999242136255e-05,0.10858411341905594,0.9637883305549622,0.9576785564422607,0.9491666555404663,0.1428285539150238,0.9537814855575562,0.9458333253860474
