epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7248214483261108,9.999999747378752e-05,0.6922276020050049,0.7704533934593201,0.675178587436676,0.8495833277702332,0.38946497440338135,0.8811969757080078,0.8220833539962769
1,0.829285740852356,9.999999747378752e-05,0.4373041093349457,0.8498261570930481,0.807410717010498,0.8816666603088379,0.3158201575279236,0.8974469900131226,0.8641666769981384
2,0.8590178489685059,9.999999747378752e-05,0.3702205419540405,0.8753370046615601,0.8407142758369446,0.8933333158493042,0.27608752250671387,0.9066780805587769,0.8824999928474426
3,0.878125011920929,9.999999747378752e-05,0.32014769315719604,0.8919192552566528,0.8642857074737549,0.9058333039283752,0.2574179470539093,0.916346549987793,0.8945833444595337
4,0.8847321271896362,9.999999747378752e-05,0.2959459722042084,0.896485447883606,0.8745535612106323,0.9100000262260437,0.23795868456363678,0.9184713363647461,0.9012500047683716
5,0.8959821462631226,9.999999747378752e-05,0.2773512899875641,0.9070492386817932,0.8834821581840515,0.9120833277702332,0.22193728387355804,0.9202713966369629,0.9041666388511658
6,0.904285728931427,9.999999747378752e-05,0.25674986839294434,0.9144029021263123,0.8956249952316284,0.9191666841506958,0.2123405784368515,0.9262086749076843,0.9100000262260437
7,0.9083035588264465,9.999999747378752e-05,0.24167096614837646,0.9159847497940063,0.8994643092155457,0.92208331823349,0.20134031772613525,0.927334189414978,0.9145833253860474
8,0.9139285683631897,9.999999747378752e-05,0.22547070682048798,0.921777069568634,0.9058928489685059,0.9237499833106995,0.19330520927906036,0.931779682636261,0.9162499904632568
9,0.9166964292526245,9.999999747378752e-05,0.21965351700782776,0.9250068068504333,0.9085714221000671,0.9304166436195374,0.1911696493625641,0.935048520565033,0.9237499833106995
10,0.9257143139839172,9.999999747378752e-05,0.19806189835071564,0.9322648048400879,0.9191964268684387,0.9312499761581421,0.1893533617258072,0.9370245337486267,0.9237499833106995
11,0.9254464507102966,9.999999747378752e-05,0.19606004655361176,0.9326635599136353,0.9200893044471741,0.9266666769981384,0.18888482451438904,0.9340380430221558,0.9204166531562805
12,0.9328571557998657,9.999999747378752e-05,0.1811923384666443,0.9386225938796997,0.9284821152687073,0.934166669845581,0.17550522089004517,0.9413254261016846,0.9291666746139526
13,0.930267870426178,9.999999747378752e-05,0.18126870691776276,0.9358835220336914,0.9240178465843201,0.9375,0.16852045059204102,0.9433011412620544,0.9358333349227905
14,0.9375892877578735,9.999999747378752e-05,0.1738094538450241,0.9423267841339111,0.9336606860160828,0.940416693687439,0.16533713042736053,0.9441410899162292,0.9366666674613953
15,0.9384821653366089,9.999999747378752e-05,0.164961040019989,0.9435767531394958,0.9332143068313599,0.9395833611488342,0.1677761673927307,0.9425094127655029,0.9358333349227905
16,0.9400892853736877,9.999999747378752e-05,0.1611742377281189,0.9444144368171692,0.9359821677207947,0.9354166388511658,0.1735581010580063,0.9378412365913391,0.9304166436195374
17,0.9422321319580078,9.999999747378752e-05,0.15648153424263,0.9463964104652405,0.9379464387893677,0.9379166960716248,0.16647782921791077,0.9423885345458984,0.9337499737739563
18,0.9441964030265808,2.9999999242136255e-05,0.1580020636320114,0.9485400319099426,0.9397321343421936,0.9399999976158142,0.15821495652198792,0.9424853324890137,0.9354166388511658
19,0.9477678537368774,2.9999999242136255e-05,0.14173473417758942,0.9519351720809937,0.9442856907844543,0.9420833587646484,0.15407678484916687,0.9461959004402161,0.9379166960716248
