epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7375892996788025,9.999999747378752e-05,0.6684415936470032,0.7727093696594238,0.7002678513526917,0.85916668176651,0.37763938307762146,0.8841163516044617,0.8233333230018616
1,0.8337500095367432,9.999999747378752e-05,0.4274279475212097,0.852104127407074,0.8153571486473083,0.8820833563804626,0.3102852702140808,0.8979328274726868,0.8687499761581421
2,0.8592857122421265,9.999999747378752e-05,0.3729895055294037,0.8767415881156921,0.8427678346633911,0.89083331823349,0.2819543480873108,0.903418779373169,0.8808333277702332
3,0.8768749833106995,9.999999747378752e-05,0.3225046396255493,0.8903011679649353,0.8630357384681702,0.9012500047683716,0.25712138414382935,0.9104413986206055,0.893750011920929
4,0.8891964554786682,9.999999747378752e-05,0.29040026664733887,0.8991496562957764,0.8780357241630554,0.9049999713897705,0.2508348226547241,0.913282573223114,0.8995833396911621
5,0.9004464149475098,9.999999747378752e-05,0.2742834985256195,0.9096962213516235,0.8904464244842529,0.9162499904632568,0.22972449660301208,0.9228159189224243,0.9066666960716248
6,0.8983928561210632,9.999999747378752e-05,0.2623249888420105,0.9085609912872314,0.8907142877578735,0.9158333539962769,0.21757276356220245,0.9241203665733337,0.9083333611488342
7,0.9076785445213318,9.999999747378752e-05,0.24028557538986206,0.9167803525924683,0.8999999761581421,0.9158333539962769,0.215780109167099,0.9227522015571594,0.9108333587646484
8,0.9152678847312927,9.999999747378752e-05,0.22964011132717133,0.9219118356704712,0.9075892567634583,0.92166668176651,0.2037297487258911,0.9293869137763977,0.9158333539962769
9,0.9153571724891663,9.999999747378752e-05,0.22059594094753265,0.9237619042396545,0.9076785445213318,0.9204166531562805,0.1989370733499527,0.9257383942604065,0.9141666889190674
10,0.9247321486473083,9.999999747378752e-05,0.20769834518432617,0.9307720065116882,0.9171428680419922,0.92208331823349,0.19457358121871948,0.9279089570045471,0.9170833230018616
11,0.9250892996788025,9.999999747378752e-05,0.20109449326992035,0.9310781359672546,0.9191071391105652,0.9300000071525574,0.18075066804885864,0.9359460473060608,0.9254166483879089
12,0.9333928823471069,9.999999747378752e-05,0.1863033026456833,0.9388788342475891,0.927142858505249,0.934166669845581,0.17483624815940857,0.9388443827629089,0.9275000095367432
13,0.932232141494751,9.999999747378752e-05,0.18017370998859406,0.9391005635261536,0.9266071319580078,0.934166669845581,0.1729242354631424,0.9381313323974609,0.9287499785423279
14,0.9356250166893005,9.999999747378752e-05,0.180376797914505,0.9407306909561157,0.931071400642395,0.9283333420753479,0.17652298510074615,0.9314550161361694,0.9229166507720947
15,0.935535728931427,9.999999747378752e-05,0.16963113844394684,0.9409960508346558,0.9312499761581421,0.9375,0.16664737462997437,0.9424369931221008,0.934583306312561
16,0.9358928799629211,9.999999747378752e-05,0.1719704419374466,0.9395194053649902,0.9320535659790039,0.9291666746139526,0.17466214299201965,0.9351032376289368,0.9245833158493042
17,0.9397321343421936,9.999999747378752e-05,0.16511966288089752,0.9438688158988953,0.9353571534156799,0.9337499737739563,0.17162173986434937,0.93526691198349,0.9270833134651184
18,0.940625011920929,9.999999747378752e-05,0.16157282888889313,0.9456756711006165,0.9372321367263794,0.9362499713897705,0.16169054806232452,0.941498339176178,0.9320833086967468
19,0.9399999976158142,9.999999747378752e-05,0.1553294062614441,0.9444794654846191,0.9356250166893005,0.934166669845581,0.16864553093910217,0.9371069073677063,0.9312499761581421
